date,category,product,units,unit_price,revenue
2024-07-11,Beauty,Soap,2,1154,2308
2024-07-11,Beauty,Perfume,2,1035,2070
2024-07-11,Grocery,Cereal,4,439,1756
2024-07-11,Fashion,T-Shirt,1,930,930
2024-07-11,Fashion,Jacket,1,1955,1955
2024-07-11,Home,Chair,3,1091,3273
2024-07-11,Electronics,Smartwatch,4,4967,19868
2024-07-11,Electronics,Smartphone,4,2092,8368
2024-07-11,Home,Chair,3,1576,4728
2024-07-11,Electronics,Smartphone,4,3044,12176
2024-07-11,Electronics,Laptop,2,3450,6900
2024-07-11,Beauty,Perfume,1,498,498
2024-07-11,Grocery,Olive Oil,1,374,374
2024-07-11,Fashion,T-Shirt,2,760,1520
2024-07-11,Beauty,Shampoo,1,789,789
2024-07-11,Electronics,Headphones,1,5499,5499
2024-07-11,Electronics,Laptop,1,5969,5969
2024-07-11,Grocery,Rice,4,444,1776
2024-07-11,Home,Bedsheet,3,634,1902
2024-07-11,Beauty,Soap,2,950,1900
2024-07-11,Home,Bedsheet,4,2297,9188
2024-07-11,Grocery,Cereal,2,720,1440
2024-07-11,Electronics,Headphones,4,1826,7304
2024-07-11,Beauty,Perfume,1,571,571
2024-07-11,Electronics,Laptop,1,3149,3149
2024-07-11,Beauty,Face Cream,1,1123,1123
2024-07-11,Beauty,Perfume,1,1048,1048
2024-07-11,Grocery,Olive Oil,4,551,2204
2024-07-11,Grocery,Rice,2,586,1172
2024-07-11,Grocery,Olive Oil,4,595,2380
2024-07-11,Home,Chair,1,2494,2494
2024-07-11,Electronics,Headphones,2,1872,3744
2024-07-11,Grocery,Olive Oil,3,791,2373
2024-07-11,Beauty,Shampoo,3,866,2598
2024-07-11,Fashion,Sneakers,1,1705,1705
2024-07-11,Beauty,Soap,2,712,1424
2024-07-11,Beauty,Shampoo,2,1104,2208
2024-07-11,Home,Lamp,4,343,1372
2024-07-11,Grocery,Pasta,3,393,1179
2024-07-11,Home,Lamp,4,2403,9612
2024-07-11,Fashion,T-Shirt,2,1794,3588
2024-07-11,Electronics,Headphones,2,3699,7398
2024-07-11,Fashion,Jacket,1,1141,1141
2024-07-11,Beauty,Face Cream,1,317,317
2024-07-11,Electronics,Laptop,2,3371,6742
2024-07-11,Fashion,Jacket,2,1739,3478
2024-07-11,Fashion,Sneakers,3,1515,4545
2024-07-11,Electronics,Laptop,4,2118,8472
2024-07-11,Home,Chair,2,1219,2438
2024-07-11,Fashion,Jacket,4,1722,6888
2024-07-12,Electronics,Headphones,3,4396,13188
2024-07-12,Electronics,Smartwatch,3,3604,10812
2024-07-12,Grocery,Rice,2,575,1150
2024-07-12,Grocery,Olive Oil,4,429,1716
2024-07-12,Beauty,Soap,1,843,843
2024-07-12,Beauty,Soap,3,215,645
2024-07-12,Home,Lamp,1,2144,2144
2024-07-12,Grocery,Pasta,2,475,950
2024-07-12,Home,Chair,4,2007,8028
2024-07-12,Beauty,Shampoo,2,204,408
2024-07-12,Electronics,Smartwatch,4,3019,12076
2024-07-12,Home,Lamp,3,506,1518
2024-07-12,Grocery,Pasta,2,633,1266
2024-07-12,Grocery,Olive Oil,4,554,2216
2024-07-12,Electronics,Headphones,2,5033,10066
2024-07-12,Electronics,Smartwatch,2,1508,3016
2024-07-12,Electronics,Headphones,3,1760,5280
2024-07-12,Home,Bedsheet,1,938,938
2024-07-12,Fashion,Jacket,4,1764,7056
2024-07-12,Home,Lamp,2,1878,3756
2024-07-12,Electronics,Headphones,2,1542,3084
2024-07-12,Home,Lamp,2,479,958
2024-07-12,Fashion,Sneakers,1,1113,1113
2024-07-12,Electronics,Smartphone,1,3864,3864
2024-07-12,Electronics,Smartwatch,4,3877,15508
2024-07-12,Grocery,Rice,4,458,1832
2024-07-12,Electronics,Laptop,2,1667,3334
2024-07-12,Home,Bedsheet,4,2010,8040
2024-07-12,Fashion,T-Shirt,1,1855,1855
2024-07-12,Fashion,T-Shirt,3,1969,5907
2024-07-12,Fashion,T-Shirt,2,1684,3368
2024-07-12,Electronics,Laptop,1,4842,4842
2024-07-12,Home,Lamp,1,928,928
2024-07-12,Home,Lamp,3,329,987
2024-07-12,Beauty,Perfume,1,842,842
2024-07-12,Home,Lamp,2,2042,4084
2024-07-12,Fashion,Jacket,2,529,1058
2024-07-12,Electronics,Smartwatch,1,5488,5488
2024-07-12,Beauty,Face Cream,1,1016,1016
2024-07-12,Beauty,Perfume,3,441,1323
2024-07-12,Electronics,Headphones,3,5956,17868
2024-07-12,Home,Bedsheet,1,1830,1830
2024-07-12,Fashion,Jacket,1,1696,1696
2024-07-12,Home,Bedsheet,2,2352,4704
2024-07-12,Fashion,Jacket,4,1140,4560
2024-07-12,Beauty,Face Cream,3,1066,3198
2024-07-12,Beauty,Face Cream,3,505,1515
2024-07-12,Home,Chair,3,1025,3075
2024-07-12,Electronics,Laptop,3,2185,6555
2024-07-12,Grocery,Cereal,1,508,508
2024-07-12,Fashion,Jacket,4,1761,7044
2024-07-12,Beauty,Perfume,3,985,2955
2024-07-12,Grocery,Olive Oil,3,759,2277
2024-07-12,Electronics,Smartphone,4,5096,20384
2024-07-12,Grocery,Rice,1,676,676
2024-07-12,Fashion,Jeans,3,990,2970
2024-07-12,Home,Chair,4,927,3708
2024-07-12,Beauty,Soap,1,449,449
2024-07-12,Electronics,Smartwatch,3,1943,5829
2024-07-12,Electronics,Smartwatch,4,2767,11068
2024-07-12,Fashion,Jacket,2,1537,3074
2024-07-12,Beauty,Shampoo,2,462,924
2024-07-12,Fashion,Jacket,3,651,1953
2024-07-12,Grocery,Cereal,2,692,1384
2024-07-12,Grocery,Olive Oil,1,105,105
2024-07-12,Home,Cookware,2,857,1714
2024-07-12,Grocery,Rice,3,155,465
2024-07-12,Home,Lamp,1,724,724
2024-07-12,Electronics,Smartphone,2,2705,5410
2024-07-12,Home,Cookware,2,1287,2574
2024-07-12,Electronics,Laptop,1,2072,2072
2024-07-12,Fashion,T-Shirt,3,1964,5892
2024-07-12,Grocery,Cereal,4,679,2716
2024-07-12,Grocery,Olive Oil,3,320,960
2024-07-12,Fashion,T-Shirt,4,562,2248
2024-07-12,Fashion,T-Shirt,1,758,758
2024-07-12,Home,Lamp,1,596,596
2024-07-12,Beauty,Soap,3,276,828
2024-07-12,Grocery,Pasta,3,671,2013
2024-07-12,Beauty,Shampoo,4,672,2688
2024-07-12,Beauty,Soap,1,507,507
2024-07-12,Electronics,Headphones,2,3494,6988
2024-07-12,Grocery,Pasta,4,466,1864
2024-07-12,Grocery,Cereal,1,555,555
2024-07-12,Electronics,Laptop,3,3744,11232
2024-07-12,Beauty,Soap,3,436,1308
2024-07-12,Grocery,Cereal,4,300,1200
2024-07-12,Fashion,Jacket,2,1617,3234
2024-07-12,Beauty,Shampoo,1,1089,1089
2024-07-12,Electronics,Smartwatch,1,4566,4566
2024-07-12,Electronics,Smartphone,1,2297,2297
2024-07-12,Grocery,Rice,1,229,229
2024-07-12,Beauty,Perfume,3,656,1968
2024-07-12,Electronics,Headphones,4,3154,12616
2024-07-12,Fashion,Jacket,3,1962,5886
2024-07-12,Home,Chair,1,1891,1891
2024-07-12,Fashion,Jacket,2,1380,2760
2024-07-12,Electronics,Smartwatch,2,3969,7938
2024-07-12,Beauty,Perfume,1,451,451
2024-07-12,Grocery,Rice,4,554,2216
2024-07-12,Beauty,Perfume,4,732,2928
2024-07-12,Beauty,Face Cream,2,1031,2062
2024-07-12,Grocery,Olive Oil,1,498,498
2024-07-12,Home,Bedsheet,2,1017,2034
2024-07-12,Fashion,Jacket,3,980,2940
2024-07-12,Home,Chair,2,1459,2918
2024-07-12,Electronics,Smartphone,2,1569,3138
2024-07-12,Fashion,Jacket,1,1007,1007
2024-07-12,Grocery,Pasta,3,668,2004
2024-07-12,Home,Chair,2,390,780
2024-07-12,Fashion,Jeans,1,1151,1151
2024-07-12,Home,Cookware,3,2005,6015
2024-07-12,Fashion,T-Shirt,2,1632,3264
2024-07-12,Beauty,Shampoo,4,1064,4256
2024-07-12,Electronics,Laptop,2,2234,4468
2024-07-12,Home,Bedsheet,3,1539,4617
2024-07-12,Electronics,Headphones,1,2308,2308
2024-07-12,Home,Lamp,3,683,2049
2024-07-12,Fashion,T-Shirt,4,683,2732
2024-07-12,Fashion,Sneakers,1,917,917
2024-07-12,Beauty,Perfume,2,1103,2206
2024-07-12,Home,Chair,2,1839,3678
2024-07-12,Beauty,Soap,2,927,1854
2024-07-13,Electronics,Smartwatch,2,3615,7230
2024-07-13,Grocery,Olive Oil,1,528,528
2024-07-13,Fashion,T-Shirt,1,1969,1969
2024-07-13,Home,Chair,4,2446,9784
2024-07-13,Grocery,Olive Oil,2,721,1442
2024-07-13,Home,Lamp,1,1334,1334
2024-07-13,Electronics,Smartwatch,2,2196,4392
2024-07-13,Home,Chair,1,392,392
2024-07-13,Home,Bedsheet,1,1036,1036
2024-07-13,Beauty,Shampoo,1,217,217
2024-07-13,Electronics,Smartphone,4,5950,23800
2024-07-13,Beauty,Perfume,4,329,1316
2024-07-13,Beauty,Soap,4,1073,4292
2024-07-13,Electronics,Laptop,2,5722,11444
2024-07-13,Electronics,Smartphone,1,2704,2704
2024-07-13,Grocery,Cereal,3,202,606
2024-07-13,Electronics,Headphones,3,2691,8073
2024-07-13,Fashion,Jacket,3,1868,5604
2024-07-13,Fashion,Jeans,2,1491,2982
2024-07-13,Home,Cookware,4,1081,4324
2024-07-13,Electronics,Smartwatch,1,4849,4849
2024-07-13,Electronics,Smartphone,4,1553,6212
2024-07-13,Grocery,Cereal,2,639,1278
2024-07-13,Fashion,T-Shirt,1,1832,1832
2024-07-13,Grocery,Rice,3,140,420
2024-07-13,Grocery,Pasta,4,779,3116
2024-07-13,Fashion,Jacket,3,1898,5694
2024-07-13,Home,Cookware,4,1199,4796
2024-07-13,Beauty,Perfume,2,1055,2110
2024-07-13,Home,Bedsheet,2,1446,2892
2024-07-13,Home,Bedsheet,1,575,575
2024-07-13,Electronics,Smartwatch,1,3271,3271
2024-07-13,Beauty,Shampoo,2,651,1302
2024-07-13,Electronics,Laptop,1,2601,2601
2024-07-13,Grocery,Olive Oil,3,109,327
2024-07-13,Beauty,Face Cream,1,338,338
2024-07-13,Grocery,Cereal,1,786,786
2024-07-13,Beauty,Soap,2,1029,2058
2024-07-13,Fashion,Jacket,2,815,1630
2024-07-13,Grocery,Pasta,4,252,1008
2024-07-13,Electronics,Laptop,2,1915,3830
2024-07-13,Beauty,Soap,2,425,850
2024-07-13,Home,Lamp,1,1554,1554
2024-07-13,Home,Chair,3,998,2994
2024-07-13,Beauty,Soap,2,740,1480
2024-07-13,Beauty,Perfume,4,1086,4344
2024-07-13,Grocery,Pasta,1,268,268
2024-07-13,Beauty,Face Cream,2,239,478
2024-07-13,Beauty,Soap,4,537,2148
2024-07-13,Beauty,Soap,2,1111,2222
2024-07-13,Fashion,Jeans,2,1443,2886
2024-07-13,Beauty,Perfume,2,898,1796
2024-07-13,Fashion,Jacket,4,474,1896
2024-07-13,Home,Chair,1,1306,1306
2024-07-13,Grocery,Olive Oil,1,202,202
2024-07-13,Home,Bedsheet,4,1387,5548
2024-07-13,Electronics,Laptop,1,5082,5082
2024-07-13,Beauty,Shampoo,2,336,672
2024-07-13,Fashion,Jacket,1,1612,1612
2024-07-13,Grocery,Rice,4,783,3132
2024-07-13,Electronics,Headphones,3,1622,4866
2024-07-13,Beauty,Face Cream,3,843,2529
2024-07-13,Grocery,Pasta,3,457,1371
2024-07-13,Fashion,Sneakers,3,958,2874
2024-07-13,Grocery,Pasta,1,352,352
2024-07-13,Grocery,Cereal,4,748,2992
2024-07-13,Home,Chair,1,2044,2044
2024-07-13,Grocery,Cereal,3,444,1332
2024-07-13,Grocery,Rice,2,518,1036
2024-07-13,Home,Cookware,4,2262,9048
2024-07-13,Home,Cookware,2,1222,2444
2024-07-13,Home,Chair,3,2193,6579
2024-07-13,Electronics,Smartphone,1,4371,4371
2024-07-13,Grocery,Olive Oil,2,204,408
2024-07-13,Fashion,T-Shirt,1,562,562
2024-07-13,Beauty,Soap,4,1018,4072
2024-07-13,Home,Chair,3,1928,5784
2024-07-13,Fashion,Jacket,1,1116,1116
2024-07-13,Electronics,Smartphone,3,2028,6084
2024-07-13,Beauty,Perfume,1,963,963
2024-07-13,Beauty,Perfume,1,810,810
2024-07-13,Home,Bedsheet,2,1681,3362
2024-07-13,Fashion,Jacket,1,1620,1620
2024-07-13,Beauty,Face Cream,2,558,1116
2024-07-13,Fashion,Jacket,4,1295,5180
2024-07-13,Home,Cookware,3,902,2706
2024-07-13,Electronics,Laptop,1,3060,3060
2024-07-13,Home,Lamp,1,691,691
2024-07-13,Home,Bedsheet,3,1827,5481
2024-07-13,Electronics,Laptop,4,3754,15016
2024-07-13,Grocery,Rice,1,131,131
2024-07-13,Grocery,Cereal,3,125,375
2024-07-13,Grocery,Olive Oil,2,273,546
2024-07-13,Beauty,Shampoo,1,293,293
2024-07-13,Electronics,Smartphone,1,2305,2305
2024-07-13,Fashion,Jeans,2,525,1050
2024-07-13,Beauty,Perfume,3,253,759
2024-07-13,Beauty,Perfume,3,143,429
2024-07-13,Grocery,Cereal,1,109,109
2024-07-13,Home,Lamp,4,724,2896
2024-07-13,Home,Chair,3,675,2025
2024-07-13,Grocery,Rice,2,494,988
2024-07-13,Home,Cookware,3,754,2262
2024-07-13,Fashion,T-Shirt,3,1156,3468
2024-07-13,Grocery,Cereal,2,105,210
2024-07-13,Beauty,Shampoo,3,884,2652
2024-07-13,Beauty,Shampoo,3,1146,3438
2024-07-13,Beauty,Shampoo,1,133,133
2024-07-13,Beauty,Soap,3,1049,3147
2024-07-13,Home,Lamp,4,2181,8724
2024-07-13,Fashion,Jacket,2,1134,2268
2024-07-13,Beauty,Perfume,4,699,2796
2024-07-13,Home,Bedsheet,3,961,2883
2024-07-13,Fashion,Jacket,1,1692,1692
2024-07-13,Fashion,T-Shirt,4,1704,6816
2024-07-13,Fashion,Jeans,1,1471,1471
2024-07-13,Electronics,Laptop,3,2565,7695
2024-07-13,Beauty,Soap,4,1031,4124
2024-07-13,Fashion,T-Shirt,1,1586,1586
2024-07-13,Grocery,Cereal,4,199,796
2024-07-13,Beauty,Face Cream,4,855,3420
2024-07-13,Electronics,Laptop,3,4813,14439
2024-07-13,Electronics,Headphones,2,2487,4974
2024-07-13,Grocery,Rice,2,446,892
2024-07-13,Grocery,Cereal,3,253,759
2024-07-13,Fashion,Sneakers,4,1065,4260
2024-07-13,Fashion,Sneakers,1,1120,1120
2024-07-13,Grocery,Olive Oil,1,300,300
2024-07-13,Fashion,T-Shirt,2,1921,3842
2024-07-13,Beauty,Soap,3,271,813
2024-07-14,Home,Lamp,4,1249,4996
2024-07-14,Home,Chair,1,792,792
2024-07-14,Fashion,Jacket,1,1531,1531
2024-07-14,Fashion,Jacket,1,1095,1095
2024-07-14,Grocery,Rice,3,410,1230
2024-07-14,Beauty,Shampoo,2,946,1892
2024-07-14,Grocery,Cereal,4,715,2860
2024-07-14,Home,Chair,2,2036,4072
2024-07-14,Grocery,Cereal,1,386,386
2024-07-14,Fashion,Jacket,2,433,866
2024-07-14,Grocery,Olive Oil,4,708,2832
2024-07-14,Beauty,Face Cream,4,181,724
2024-07-14,Home,Chair,3,1150,3450
2024-07-14,Home,Bedsheet,2,956,1912
2024-07-14,Home,Chair,2,2481,4962
2024-07-14,Grocery,Pasta,4,154,616
2024-07-14,Grocery,Olive Oil,2,492,984
2024-07-14,Grocery,Rice,3,575,1725
2024-07-14,Home,Lamp,3,588,1764
2024-07-14,Grocery,Rice,2,748,1496
2024-07-14,Fashion,Jeans,3,573,1719
2024-07-14,Grocery,Olive Oil,3,216,648
2024-07-14,Grocery,Pasta,3,349,1047
2024-07-14,Beauty,Perfume,3,649,1947
2024-07-14,Grocery,Pasta,1,466,466
2024-07-14,Electronics,Headphones,4,1687,6748
2024-07-14,Electronics,Headphones,4,4149,16596
2024-07-14,Grocery,Cereal,2,429,858
2024-07-14,Home,Cookware,3,2083,6249
2024-07-14,Electronics,Smartwatch,4,2511,10044
2024-07-14,Beauty,Face Cream,3,407,1221
2024-07-14,Grocery,Pasta,3,144,432
2024-07-14,Electronics,Smartwatch,4,3448,13792
2024-07-14,Grocery,Cereal,3,645,1935
2024-07-14,Home,Chair,4,2061,8244
2024-07-14,Grocery,Rice,4,628,2512
2024-07-14,Beauty,Soap,2,1132,2264
2024-07-14,Grocery,Olive Oil,1,247,247
2024-07-14,Beauty,Shampoo,2,658,1316
2024-07-14,Beauty,Face Cream,4,495,1980
2024-07-14,Electronics,Laptop,1,4583,4583
2024-07-14,Beauty,Soap,3,884,2652
2024-07-14,Beauty,Face Cream,3,733,2199
2024-07-14,Electronics,Laptop,4,5814,23256
2024-07-14,Grocery,Pasta,2,694,1388
2024-07-14,Home,Lamp,3,2419,7257
2024-07-14,Home,Cookware,1,1677,1677
2024-07-14,Home,Chair,2,651,1302
2024-07-14,Beauty,Face Cream,1,900,900
2024-07-14,Fashion,Jeans,4,548,2192
2024-07-14,Grocery,Rice,4,197,788
2024-07-14,Beauty,Shampoo,4,879,3516
2024-07-14,Fashion,T-Shirt,1,1728,1728
2024-07-14,Grocery,Rice,1,160,160
2024-07-14,Grocery,Rice,2,232,464
2024-07-14,Fashion,Sneakers,1,1180,1180
2024-07-14,Electronics,Smartphone,3,2099,6297
2024-07-14,Beauty,Shampoo,3,1061,3183
2024-07-14,Grocery,Rice,4,701,2804
2024-07-14,Beauty,Shampoo,4,801,3204
2024-07-14,Grocery,Olive Oil,4,241,964
2024-07-14,Electronics,Smartwatch,1,4323,4323
2024-07-14,Grocery,Pasta,3,524,1572
2024-07-14,Fashion,Jacket,4,507,2028
2024-07-14,Beauty,Perfume,1,593,593
2024-07-14,Home,Bedsheet,3,590,1770
2024-07-14,Fashion,Sneakers,1,1168,1168
2024-07-14,Beauty,Soap,2,145,290
2024-07-14,Fashion,Jeans,2,1655,3310
2024-07-14,Beauty,Shampoo,4,205,820
2024-07-14,Fashion,Jacket,2,1000,2000
2024-07-14,Fashion,Sneakers,4,423,1692
2024-07-14,Electronics,Smartphone,3,2923,8769
2024-07-14,Home,Lamp,4,947,3788
2024-07-14,Beauty,Shampoo,2,257,514
2024-07-14,Electronics,Smartphone,4,3926,15704
2024-07-14,Electronics,Laptop,2,2906,5812
2024-07-14,Electronics,Headphones,3,5852,17556
2024-07-14,Grocery,Rice,4,588,2352
2024-07-14,Electronics,Smartwatch,4,5082,20328
2024-07-14,Fashion,Jacket,3,621,1863
2024-07-14,Home,Chair,4,356,1424
2024-07-14,Beauty,Shampoo,4,1111,4444
2024-07-14,Electronics,Laptop,3,3151,9453
2024-07-14,Grocery,Rice,1,149,149
2024-07-14,Home,Cookware,1,1319,1319
2024-07-14,Grocery,Pasta,1,554,554
2024-07-14,Grocery,Pasta,4,607,2428
2024-07-14,Grocery,Rice,4,175,700
2024-07-14,Grocery,Cereal,2,153,306
2024-07-14,Beauty,Soap,2,202,404
2024-07-14,Fashion,Sneakers,4,1309,5236
2024-07-14,Electronics,Headphones,4,2753,11012
2024-07-14,Fashion,Sneakers,4,1441,5764
2024-07-14,Fashion,Jeans,3,1936,5808
2024-07-14,Beauty,Perfume,2,1088,2176
2024-07-14,Home,Lamp,2,2274,4548
2024-07-14,Fashion,T-Shirt,1,1015,1015
2024-07-14,Grocery,Cereal,4,295,1180
2024-07-14,Beauty,Perfume,4,233,932
2024-07-14,Grocery,Rice,3,250,750
2024-07-14,Home,Chair,2,913,1826
2024-07-14,Electronics,Laptop,4,2059,8236
2024-07-14,Grocery,Pasta,4,660,2640
2024-07-14,Electronics,Smartwatch,1,3895,3895
2024-07-14,Beauty,Shampoo,4,712,2848
2024-07-14,Electronics,Smartwatch,3,4570,13710
2024-07-14,Electronics,Headphones,3,3953,11859
2024-07-14,Beauty,Shampoo,1,1187,1187
2024-07-14,Beauty,Soap,3,807,2421
2024-07-14,Beauty,Shampoo,1,990,990
2024-07-14,Home,Chair,2,1864,3728
2024-07-14,Electronics,Smartwatch,3,2971,8913
2024-07-14,Home,Chair,2,1557,3114
2024-07-14,Electronics,Smartwatch,2,1868,3736
2024-07-14,Grocery,Cereal,1,572,572
2024-07-14,Grocery,Cereal,4,413,1652
2024-07-14,Home,Chair,1,1501,1501
2024-07-14,Electronics,Smartphone,4,4594,18376
2024-07-14,Beauty,Face Cream,4,671,2684
2024-07-14,Home,Bedsheet,1,2088,2088
2024-07-15,Home,Cookware,3,697,2091
2024-07-15,Beauty,Shampoo,3,408,1224
2024-07-15,Home,Cookware,4,2109,8436
2024-07-15,Home,Cookware,1,1981,1981
2024-07-15,Home,Bedsheet,4,1473,5892
2024-07-15,Home,Chair,2,2311,4622
2024-07-15,Fashion,Jacket,2,846,1692
2024-07-15,Beauty,Perfume,2,975,1950
2024-07-15,Electronics,Headphones,2,4154,8308
2024-07-15,Beauty,Face Cream,4,961,3844
2024-07-15,Home,Lamp,3,357,1071
2024-07-15,Home,Chair,3,785,2355
2024-07-15,Home,Lamp,3,1687,5061
2024-07-15,Fashion,Sneakers,3,1811,5433
2024-07-15,Grocery,Olive Oil,4,621,2484
2024-07-15,Fashion,T-Shirt,2,1240,2480
2024-07-15,Fashion,T-Shirt,4,1477,5908
2024-07-15,Home,Chair,3,584,1752
2024-07-15,Electronics,Smartphone,1,4540,4540
2024-07-15,Fashion,Jacket,2,1612,3224
2024-07-15,Beauty,Soap,3,1044,3132
2024-07-15,Electronics,Headphones,3,5737,17211
2024-07-15,Grocery,Rice,3,368,1104
2024-07-15,Beauty,Shampoo,2,345,690
2024-07-15,Home,Bedsheet,3,1047,3141
2024-07-15,Beauty,Shampoo,2,834,1668
2024-07-15,Beauty,Face Cream,3,1091,3273
2024-07-15,Beauty,Face Cream,3,241,723
2024-07-15,Beauty,Perfume,4,414,1656
2024-07-15,Grocery,Pasta,3,425,1275
2024-07-15,Home,Cookware,2,1330,2660
2024-07-15,Home,Bedsheet,4,1092,4368
2024-07-15,Home,Lamp,4,2394,9576
2024-07-15,Home,Cookware,1,1005,1005
2024-07-15,Electronics,Smartphone,3,1755,5265
2024-07-15,Grocery,Pasta,1,115,115
2024-07-15,Fashion,T-Shirt,1,1489,1489
2024-07-15,Electronics,Headphones,4,5021,20084
2024-07-15,Grocery,Pasta,4,410,1640
2024-07-15,Grocery,Cereal,4,321,1284
2024-07-15,Electronics,Laptop,4,5306,21224
2024-07-15,Fashion,T-Shirt,4,966,3864
2024-07-15,Fashion,Sneakers,3,1096,3288
2024-07-15,Home,Cookware,1,2238,2238
2024-07-15,Beauty,Face Cream,2,480,960
2024-07-15,Fashion,Jeans,1,622,622
2024-07-15,Grocery,Pasta,2,614,1228
2024-07-15,Beauty,Face Cream,4,173,692
2024-07-15,Beauty,Shampoo,3,459,1377
2024-07-15,Fashion,T-Shirt,2,1617,3234
2024-07-15,Home,Cookware,2,2031,4062
2024-07-15,Fashion,Jacket,2,1182,2364
2024-07-15,Electronics,Smartwatch,2,5258,10516
2024-07-15,Home,Chair,3,2045,6135
2024-07-15,Beauty,Shampoo,4,959,3836
2024-07-15,Fashion,T-Shirt,1,1004,1004
2024-07-15,Home,Chair,2,522,1044
2024-07-15,Grocery,Pasta,3,655,1965
2024-07-15,Fashion,Jacket,4,1421,5684
2024-07-15,Grocery,Olive Oil,2,237,474
2024-07-15,Electronics,Smartwatch,3,3835,11505
2024-07-15,Electronics,Smartphone,4,1653,6612
2024-07-15,Grocery,Rice,4,117,468
2024-07-15,Electronics,Smartphone,3,5962,17886
2024-07-15,Electronics,Laptop,4,2773,11092
2024-07-15,Fashion,Sneakers,4,1493,5972
2024-07-15,Grocery,Pasta,3,559,1677
2024-07-15,Home,Chair,3,633,1899
2024-07-15,Beauty,Face Cream,3,961,2883
2024-07-15,Beauty,Soap,3,945,2835
2024-07-15,Fashion,T-Shirt,1,1003,1003
2024-07-15,Grocery,Rice,1,324,324
2024-07-15,Electronics,Smartphone,3,1844,5532
2024-07-15,Electronics,Smartwatch,3,5593,16779
2024-07-15,Beauty,Soap,3,352,1056
2024-07-15,Beauty,Soap,3,577,1731
2024-07-15,Grocery,Olive Oil,4,351,1404
2024-07-15,Fashion,Sneakers,1,1924,1924
2024-07-15,Beauty,Soap,2,356,712
2024-07-15,Beauty,Perfume,3,1024,3072
2024-07-15,Beauty,Face Cream,2,1025,2050
2024-07-15,Electronics,Smartwatch,2,4237,8474
2024-07-15,Beauty,Shampoo,1,329,329
2024-07-15,Electronics,Laptop,2,1935,3870
2024-07-15,Electronics,Laptop,4,2291,9164
2024-07-15,Beauty,Perfume,2,680,1360
2024-07-15,Grocery,Olive Oil,4,552,2208
2024-07-15,Electronics,Headphones,3,5311,15933
2024-07-15,Grocery,Cereal,3,105,315
2024-07-15,Grocery,Rice,4,171,684
2024-07-15,Beauty,Shampoo,2,548,1096
2024-07-15,Electronics,Headphones,3,1885,5655
2024-07-15,Fashion,T-Shirt,3,1893,5679
2024-07-15,Fashion,Sneakers,4,1181,4724
2024-07-15,Beauty,Soap,1,418,418
2024-07-15,Grocery,Olive Oil,3,412,1236
2024-07-15,Home,Chair,4,1791,7164
2024-07-15,Electronics,Smartwatch,3,3082,9246
2024-07-15,Home,Cookware,3,2477,7431
2024-07-15,Grocery,Olive Oil,3,316,948
2024-07-15,Fashion,Jeans,4,832,3328
2024-07-15,Grocery,Cereal,3,353,1059
2024-07-15,Grocery,Cereal,3,376,1128
2024-07-15,Grocery,Cereal,1,439,439
2024-07-15,Grocery,Rice,2,175,350
2024-07-15,Grocery,Pasta,3,553,1659
2024-07-15,Fashion,Jeans,4,1984,7936
2024-07-15,Home,Chair,2,588,1176
2024-07-15,Home,Lamp,1,1239,1239
2024-07-15,Fashion,Sneakers,1,816,816
2024-07-15,Fashion,Sneakers,3,552,1656
2024-07-15,Home,Bedsheet,4,1983,7932
2024-07-15,Home,Chair,3,1450,4350
2024-07-15,Home,Cookware,3,2406,7218
2024-07-15,Beauty,Face Cream,4,434,1736
2024-07-15,Home,Chair,1,1350,1350
2024-07-15,Fashion,Jeans,4,797,3188
2024-07-15,Electronics,Smartphone,2,5617,11234
2024-07-15,Home,Chair,3,2364,7092
2024-07-15,Electronics,Headphones,3,5675,17025
2024-07-16,Beauty,Perfume,4,1098,4392
2024-07-16,Electronics,Smartwatch,2,3833,7666
2024-07-16,Home,Cookware,1,659,659
2024-07-16,Fashion,Jacket,4,777,3108
2024-07-16,Grocery,Olive Oil,1,570,570
2024-07-16,Beauty,Soap,1,137,137
2024-07-16,Beauty,Perfume,2,168,336
2024-07-16,Fashion,Jacket,1,421,421
2024-07-16,Beauty,Face Cream,2,712,1424
2024-07-16,Home,Chair,2,1596,3192
2024-07-16,Home,Chair,2,2461,4922
2024-07-16,Fashion,T-Shirt,3,1035,3105
2024-07-16,Beauty,Shampoo,1,216,216
2024-07-16,Grocery,Pasta,4,597,2388
2024-07-16,Home,Chair,1,466,466
2024-07-16,Home,Bedsheet,3,1969,5907
2024-07-16,Home,Chair,1,1313,1313
2024-07-16,Electronics,Laptop,1,1585,1585
2024-07-16,Fashion,Jeans,2,816,1632
2024-07-16,Home,Cookware,2,2105,4210
2024-07-16,Grocery,Olive Oil,1,597,597
2024-07-16,Grocery,Pasta,4,415,1660
2024-07-16,Grocery,Cereal,3,526,1578
2024-07-16,Fashion,Jeans,2,957,1914
2024-07-16,Fashion,T-Shirt,1,1576,1576
2024-07-16,Electronics,Laptop,2,2322,4644
2024-07-16,Home,Lamp,3,1562,4686
2024-07-16,Beauty,Perfume,4,1058,4232
2024-07-16,Electronics,Laptop,1,4632,4632
2024-07-16,Electronics,Smartwatch,4,5222,20888
2024-07-16,Grocery,Rice,4,559,2236
2024-07-16,Electronics,Smartwatch,4,1870,7480
